rating_count,rating,review_time_since_days,rating_label,review_length,location_cluster,street,city,postal_code,sentiment_compound,sentiment_label_vader,sentiment_polarity,sentiment_subjectivity,rating_normalized,review_word_count,rating_vs_sentiment_gap
1240,1,1095,bad,410,8,13749 US-183 Hwy,Austin,78750,0.1265,positive,-0.11241883116883117,0.6410714285714286,0.0,84,-0.1265
1240,1,1095,bad,276,8,13749 US-183 Hwy,Austin,78750,-0.9124,negative,-0.5625,0.7666666666666666,0.0,50,0.9124
1240,3,2190,neutral,187,8,13749 US-183 Hwy,Austin,78750,-0.1531,negative,0.2922619047619048,0.5964285714285714,0.5,37,0.6531
1240,1,730,bad,135,8,13749 US-183 Hwy,Austin,78750,0.0,neutral,0.1,0.18333333333333332,0.0,26,0.0
1240,1,2190,bad,232,8,13749 US-183 Hwy,Austin,78750,0.3818,positive,-0.029166666666666667,0.13749999999999998,0.0,49,-0.3818
1240,1,730,bad,157,8,13749 US-183 Hwy,Austin,78750,-0.68,negative,-0.625,0.525,0.0,28,0.68
1240,2,240,bad,107,8,13749 US-183 Hwy,Austin,78750,-0.6124,negative,0.0,0.0,0.25,21,0.8624
1240,4,1825,neutral,174,8,13749 US-183 Hwy,Austin,78750,0.8957,positive,0.3823412698412698,0.5948412698412698,0.75,31,-0.1457
1240,1,365,bad,178,8,13749 US-183 Hwy,Austin,78750,-0.6124,negative,-0.175,0.175,0.0,37,0.6124
1240,5,1460,good,183,8,13749 US-183 Hwy,Austin,78750,0.8622,positive,0.23375,0.56,1.0,32,0.1378
1240,5,1460,good,282,8,13749 US-183 Hwy,Austin,78750,0.8225,positive,0.20669642857142853,0.4488095238095238,1.0,58,0.1775
1240,5,1095,good,164,8,13749 US-183 Hwy,Austin,78750,0.912,positive,0.5791666666666667,0.7000000000000001,1.0,23,0.088
1240,3,1460,neutral,154,8,13749 US-183 Hwy,Austin,78750,-0.6923,negative,0.0,0.7375,0.5,30,1.1923
1240,5,330,good,106,8,13749 US-183 Hwy,Austin,78750,0.4404,positive,0.24444444444444444,0.4222222222222223,1.0,22,0.5596
1240,3,365,neutral,161,8,13749 US-183 Hwy,Austin,78750,-0.7773,negative,-0.32961309523809523,0.5880952380952381,0.5,32,1.2773
1240,1,1825,bad,147,8,13749 US-183 Hwy,Austin,78750,0.0,neutral,-0.15,0.5,0.0,29,0.0
1240,1,730,bad,162,8,13749 US-183 Hwy,Austin,78750,-0.5374,negative,-0.19791666666666666,0.2583333333333333,0.0,32,0.5374
1240,1,730,bad,37,8,13749 US-183 Hwy,Austin,78750,0.6249,positive,0.8,0.75,0.0,8,-0.6249
1240,1,730,bad,118,8,13749 US-183 Hwy,Austin,78750,-0.4703,negative,-0.04999999999999999,0.30000000000000004,0.0,23,0.4703
1240,4,365,neutral,155,8,13749 US-183 Hwy,Austin,78750,0.7717,positive,0.0,0.0,0.75,27,-0.0217
1240,5,1825,good,212,8,13749 US-183 Hwy,Austin,78750,0.0,neutral,0.4000000000000001,0.6333333333333333,1.0,38,1.0
1240,1,1460,bad,323,8,13749 US-183 Hwy,Austin,78750,0.0695,positive,0.08452380952380951,0.37023809523809526,0.0,66,-0.0695
1240,1,1460,bad,109,8,13749 US-183 Hwy,Austin,78750,-0.6249,negative,-0.15,0.7666666666666666,0.0,20,0.6249
1240,4,1460,neutral,198,8,13749 US-183 Hwy,Austin,78750,0.5093,positive,0.12916666666666665,0.5,0.75,41,0.2407
1240,2,1460,bad,280,8,13749 US-183 Hwy,Austin,78750,0.4215,positive,0.2,0.22000000000000003,0.25,57,-0.1715
1240,2,1460,bad,202,8,13749 US-183 Hwy,Austin,78750,0.8225,positive,0.4666666666666667,0.8916666666666666,0.25,36,-0.5725
1240,5,365,good,96,8,13749 US-183 Hwy,Austin,78750,0.9005,positive,0.59375,0.675,1.0,17,0.0995
1240,4,1095,neutral,140,8,13749 US-183 Hwy,Austin,78750,0.0258,neutral,0.22857142857142856,0.7119047619047619,0.75,29,0.7242
1240,5,730,good,147,8,13749 US-183 Hwy,Austin,78750,0.2023,positive,0.14,0.62,1.0,26,0.7977
1240,5,365,good,58,8,13749 US-183 Hwy,Austin,78750,0.8807,positive,0.7999999999999999,1.0,1.0,10,0.1193
1240,4,1460,neutral,133,8,13749 US-183 Hwy,Austin,78750,0.0772,positive,0.3,0.5,0.75,26,0.6728
1240,4,365,neutral,116,8,13749 US-183 Hwy,Austin,78750,0.7003,positive,0.06944444444444442,0.6666666666666666,0.75,18,0.0497
1240,5,1095,good,147,8,13749 US-183 Hwy,Austin,78750,0.8807,positive,0.31666666666666665,0.4916666666666667,1.0,23,0.1193
1240,3,180,neutral,42,8,13749 US-183 Hwy,Austin,78750,-0.5096,negative,0.8,0.75,0.5,7,1.0096
1240,1,1460,bad,128,8,13749 US-183 Hwy,Austin,78750,0.3612,positive,0.36071428571428565,0.5714285714285714,0.0,24,-0.3612
1240,3,1095,neutral,108,8,13749 US-183 Hwy,Austin,78750,0.7579,positive,0.24,0.39333333333333337,0.5,20,-0.2579
1240,1,2190,bad,166,8,13749 US-183 Hwy,Austin,78750,0.4445,positive,0.2,0.2833333333333333,0.0,34,-0.4445
1240,1,2190,bad,347,8,13749 US-183 Hwy,Austin,78750,0.3046,positive,0.24,0.52,0.0,68,-0.3046
1240,1,1825,bad,124,8,13749 US-183 Hwy,Austin,78750,-0.8779,negative,-0.35953525641025635,0.7138461538461538,0.0,21,0.8779
1240,3,1460,neutral,160,8,13749 US-183 Hwy,Austin,78750,0.6705,positive,-0.012500000000000011,0.6972222222222222,0.5,32,-0.1705
1240,4,365,neutral,93,8,13749 US-183 Hwy,Austin,78750,0.128,positive,0.3666666666666667,0.7000000000000001,0.75,19,0.622
1240,5,365,good,75,8,13749 US-183 Hwy,Austin,78750,0.2144,positive,0.35,0.6000000000000001,1.0,14,0.7856
1240,4,365,neutral,59,8,13749 US-183 Hwy,Austin,78750,0.1354,positive,0.26666666666666666,0.4979166666666667,0.75,9,0.6146
1240,3,365,neutral,109,8,13749 US-183 Hwy,Austin,78750,0.4404,positive,0.5,0.5,0.5,20,0.0596
